azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17
95.002,35.542,38.1,19.3,0.758,95.185,35.74,38.3,19.7,0.781,95.371,35.942,38.0,19.7,0.792,95.553,36.138,38.1,19.9,0.802,95.738,36.336,37.6,20.3,0.809,95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905
95.185,35.74,38.3,19.7,0.781,95.371,35.942,38.0,19.7,0.792,95.553,36.138,38.1,19.9,0.802,95.738,36.336,37.6,20.3,0.809,95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911
95.371,35.942,38.0,19.7,0.792,95.553,36.138,38.1,19.9,0.802,95.738,36.336,37.6,20.3,0.809,95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919
95.553,36.138,38.1,19.9,0.802,95.738,36.336,37.6,20.3,0.809,95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926
95.738,36.336,37.6,20.3,0.809,95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933
95.923,36.535,36.6,19.9,0.82,96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937
96.109,36.733,36.0,19.7,0.828,96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946
96.296,36.931,36.2,20.3,0.834,96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948
96.483,37.13,36.2,19.4,0.843,96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956
96.668,37.325,36.3,19.5,0.85,96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961
96.859,37.526,37.0,19.3,0.855,97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969
97.048,37.724,36.9,18.9,0.867,97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976
97.235,37.919,37.6,18.2,0.876,97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978
97.429,38.12,37.5,18.6,0.881,97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984
97.62,38.318,38.6,17.9,0.885,97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99
97.808,38.512,39.3,17.2,0.89,98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993
98.007,38.716,39.9,16.7,0.9,98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003
98.194,38.907,40.1,16.3,0.905,98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006
98.388,39.105,40.3,16.2,0.911,98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011
98.579,39.299,41.0,15.9,0.919,98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019
98.777,39.499,41.0,15.7,0.926,98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026
98.973,39.696,41.1,15.5,0.933,99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032
99.167,39.89,40.3,15.7,0.937,99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037
99.368,40.09,39.8,15.9,0.946,99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042
99.563,40.284,40.5,15.8,0.948,99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041
99.762,40.481,41.1,15.5,0.956,99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047
99.961,40.677,41.3,15.5,0.961,100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055
100.165,40.877,41.9,14.9,0.969,100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065
100.363,41.07,42.3,14.5,0.976,100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067
100.566,41.266,42.6,14.6,0.978,100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068
100.769,41.462,42.3,14.6,0.984,100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076
100.972,41.658,42.5,14.5,0.99,101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09
101.177,41.854,42.9,14.3,0.993,101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09,104.783,45.144,45.2,12.7,1.094
101.383,42.05,42.7,14.4,1.003,101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09,104.783,45.144,45.2,12.7,1.094,105.002,45.333,44.6,13.2,1.1
101.589,42.245,41.6,15.0,1.006,101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09,104.783,45.144,45.2,12.7,1.094,105.002,45.333,44.6,13.2,1.1,105.232,45.532,43.0,13.5,1.107
101.793,42.437,41.3,15.5,1.011,102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09,104.783,45.144,45.2,12.7,1.094,105.002,45.333,44.6,13.2,1.1,105.232,45.532,43.0,13.5,1.107,105.453,45.722,43.4,13.1,1.112
102.005,42.636,41.7,15.2,1.019,102.211,42.828,42.1,14.9,1.026,102.421,43.023,42.6,14.7,1.032,102.632,43.218,43.1,14.4,1.037,102.844,43.412,43.7,14.0,1.042,103.05,43.6,43.8,13.9,1.041,103.264,43.795,44.1,13.7,1.047,103.479,43.989,44.4,13.4,1.055,103.695,44.183,44.7,13.3,1.065,103.912,44.377,44.7,13.1,1.067,104.126,44.567,45.0,13.1,1.068,104.345,44.76,45.0,12.9,1.076,104.565,44.954,45.3,12.9,1.09,104.783,45.144,45.2,12.7,1.094,105.002,45.333,44.6,13.2,1.1,105.232,45.532,43.0,13.5,1.107,105.453,45.722,43.4,13.1,1.112,105.679,45.914,41.9,14.1,1.122
